name,description,guestCpus,memoryMb,zone,deprecationStatus,isSharedCpu
g2-standard-48,"Graphics Optimized: 4 NVIDIA L4 GPUs, 48 vCPUs, 192GB RAM",48,196608,zones/us-east1-d,,False
g2-standard-8,"Graphics Optimized: 1 NVIDIA L4 GPU, 8 vCPUs, 32GB RAM",8,32768,zones/us-east1-d,,False
g2-standard-96,"Graphics Optimized: 8 NVIDIA L4 GPUs, 96 vCPUs, 384GB RAM",96,393216,zones/us-east1-d,,False
m1-megamem-96,"96 vCPUs, 1.4 TB RAM",96,1468006,zones/us-east1-d,,False
m1-ultramem-160,"160 vCPUs, 3844 GB RAM",160,3936256,zones/us-east1-d,,False
m1-ultramem-40,"40 vCPUs, 961 GB RAM",40,984064,zones/us-east1-d,,False
m1-ultramem-80,"80 vCPUs, 1922 GB RAM",80,1968128,zones/us-east1-d,,False
m3-megamem-128,"128 vCPUs, 1952 GB RAM",128,1998848,zones/us-east1-d,,False
m3-megamem-64,"64 vCPUs, 976 GB RAM",64,999424,zones/us-east1-d,,False
m3-ultramem-128,"128 vCPUs, 3904 GB RAM",128,3997696,zones/us-east1-d,,False
m3-ultramem-32,"32 vCPUs, 976 GB RAM",32,999424,zones/us-east1-d,,False
m3-ultramem-64,"64 vCPUs, 1952 GB RAM",64,1998848,zones/us-east1-d,,False
n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",16,14746,zones/us-east1-d,,False
n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",2,1843,zones/us-east1-d,,False
n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",32,29491,zones/us-east1-d,,False
n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",4,3686,zones/us-east1-d,,False
n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",64,58982,zones/us-east1-d,,False
n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",8,7373,zones/us-east1-d,,False
n1-highcpu-96,"96 vCPUs, 86 GB RAM",96,88474,zones/us-east1-d,,False
n1-highmem-16,"16 vCPUs, 104 GB RAM",16,106496,zones/us-east1-d,,False
n1-highmem-2,"2 vCPUs, 13 GB RAM",2,13312,zones/us-east1-d,,False
n1-highmem-32,"32 vCPUs, 208 GB RAM",32,212992,zones/us-east1-d,,False
n1-highmem-4,"4 vCPUs, 26 GB RAM",4,26624,zones/us-east1-d,,False
n1-highmem-64,"64 vCPUs, 416 GB RAM",64,425984,zones/us-east1-d,,False
n1-highmem-8,"8 vCPUs, 52 GB RAM",8,53248,zones/us-east1-d,,False
n1-highmem-96,"96 vCPUs, 624 GB RAM",96,638976,zones/us-east1-d,,False
n1-megamem-96,"96 vCPUs, 1.4 TB RAM",96,1468006,zones/us-east1-d,DEPRECATED,False
n1-standard-1,"1 vCPU, 3.75 GB RAM",1,3840,zones/us-east1-d,,False
n1-standard-16,"16 vCPUs, 60 GB RAM",16,61440,zones/us-east1-d,,False
n1-standard-2,"2 vCPUs, 7.5 GB RAM",2,7680,zones/us-east1-d,,False
n1-standard-32,"32 vCPUs, 120 GB RAM",32,122880,zones/us-east1-d,,False
n1-standard-4,"4 vCPUs, 15 GB RAM",4,15360,zones/us-east1-d,,False
n1-standard-64,"64 vCPUs, 240 GB RAM",64,245760,zones/us-east1-d,,False
n1-standard-8,"8 vCPUs, 30 GB RAM",8,30720,zones/us-east1-d,,False
n1-standard-96,"96 vCPUs, 360 GB RAM",96,368640,zones/us-east1-d,,False
n1-ultramem-160,"160 vCPUs, 3844 GB RAM",160,3936256,zones/us-east1-d,DEPRECATED,False
n1-ultramem-40,"40 vCPUs, 961 GB RAM",40,984064,zones/us-east1-d,DEPRECATED,False
n1-ultramem-80,"80 vCPUs, 1922 GB RAM",80,1968128,zones/us-east1-d,DEPRECATED,False
n2-highcpu-16,16 vCPUs 16 GB RAM,16,16384,zones/us-east1-d,,False
n2-highcpu-2,2 vCPUs 2 GB RAM,2,2048,zones/us-east1-d,,False
n2-highcpu-32,32 vCPUs 32 GB RAM,32,32768,zones/us-east1-d,,False
n2-highcpu-4,4 vCPUs 4 GB RAM,4,4096,zones/us-east1-d,,False
n2-highcpu-48,48 vCPUs 48 GB RAM,48,49152,zones/us-east1-d,,False
n2-highcpu-64,64 vCPUs 64 GB RAM,64,65536,zones/us-east1-d,,False
n2-highcpu-8,8 vCPUs 8 GB RAM,8,8192,zones/us-east1-d,,False
n2-highcpu-80,80 vCPUs 80 GB RAM,80,81920,zones/us-east1-d,,False
n2-highcpu-96,96 vCPUs 96 GB RAM,96,98304,zones/us-east1-d,,False
n2-highmem-128,128 vCPUs 864 GB RAM,128,884736,zones/us-east1-d,,False
n2-highmem-16,16 vCPUs 128 GB RAM,16,131072,zones/us-east1-d,,False
n2-highmem-2,2 vCPUs 16 GB RAM,2,16384,zones/us-east1-d,,False
n2-highmem-32,32 vCPUs 256 GB RAM,32,262144,zones/us-east1-d,,False
n2-highmem-4,4 vCPUs 32 GB RAM,4,32768,zones/us-east1-d,,False
n2-highmem-48,48 vCPUs 384 GB RAM,48,393216,zones/us-east1-d,,False
n2-highmem-64,64 vCPUs 512 GB RAM,64,524288,zones/us-east1-d,,False
n2-highmem-8,8 vCPUs 64 GB RAM,8,65536,zones/us-east1-d,,False
n2-highmem-80,80 vCPUs 640 GB RAM,80,655360,zones/us-east1-d,,False
n2-highmem-96,96 vCPUs 768 GB RAM,96,786432,zones/us-east1-d,,False
n2-standard-128,128 vCPUs 512 GB RAM,128,524288,zones/us-east1-d,,False
n2-standard-16,16 vCPUs 64 GB RAM,16,65536,zones/us-east1-d,,False
n2-standard-2,2 vCPUs 8 GB RAM,2,8192,zones/us-east1-d,,False
n2-standard-32,32 vCPUs 128 GB RAM,32,131072,zones/us-east1-d,,False
n2-standard-4,4 vCPUs 16 GB RAM,4,16384,zones/us-east1-d,,False
n2-standard-48,48 vCPUs 192 GB RAM,48,196608,zones/us-east1-d,,False
n2-standard-64,64 vCPUs 256 GB RAM,64,262144,zones/us-east1-d,,False
n2-standard-8,8 vCPUs 32 GB RAM,8,32768,zones/us-east1-d,,False
n2-standard-80,80 vCPUs 320 GB RAM,80,327680,zones/us-east1-d,,False
n2-standard-96,96 vCPUs 384 GB RAM,96,393216,zones/us-east1-d,,False
n2d-highcpu-128,128 vCPUs 128 GB RAM,128,131072,zones/us-east1-d,,False
n2d-highcpu-16,16 vCPUs 16 GB RAM,16,16384,zones/us-east1-d,,False
n2d-highcpu-2,2 vCPUs 2 GB RAM,2,2048,zones/us-east1-d,,False
n2d-highcpu-224,224 vCPUs 224 GB RAM,224,229376,zones/us-east1-d,,False
n2d-highcpu-32,32 vCPUs 32 GB RAM,32,32768,zones/us-east1-d,,False
n2d-highcpu-4,4 vCPUs 4 GB RAM,4,4096,zones/us-east1-d,,False
n2d-highcpu-48,48 vCPUs 48 GB RAM,48,49152,zones/us-east1-d,,False
n2d-highcpu-64,64 vCPUs 64 GB RAM,64,65536,zones/us-east1-d,,False
n2d-highcpu-8,8 vCPUs 8 GB RAM,8,8192,zones/us-east1-d,,False
n2d-highcpu-80,80 vCPUs 80 GB RAM,80,81920,zones/us-east1-d,,False
n2d-highcpu-96,96 vCPUs 96 GB RAM,96,98304,zones/us-east1-d,,False
n2d-highmem-16,16 vCPUs 128 GB RAM,16,131072,zones/us-east1-d,,False
n2d-highmem-2,2 vCPUs 16 GB RAM,2,16384,zones/us-east1-d,,False
n2d-highmem-32,32 vCPUs 256 GB RAM,32,262144,zones/us-east1-d,,False
n2d-highmem-4,4 vCPUs 32 GB RAM,4,32768,zones/us-east1-d,,False
n2d-highmem-48,48 vCPUs 384 GB RAM,48,393216,zones/us-east1-d,,False
n2d-highmem-64,64 vCPUs 512 GB RAM,64,524288,zones/us-east1-d,,False
n2d-highmem-8,8 vCPUs 64 GB RAM,8,65536,zones/us-east1-d,,False
n2d-highmem-80,80 vCPUs 640 GB RAM,80,655360,zones/us-east1-d,,False
n2d-highmem-96,96 vCPUs 768 GB RAM,96,786432,zones/us-east1-d,,False
n2d-standard-128,128 vCPUs 512 GB RAM,128,524288,zones/us-east1-d,,False
n2d-standard-16,16 vCPUs 64 GB RAM,16,65536,zones/us-east1-d,,False
n2d-standard-2,2 vCPUs 8 GB RAM,2,8192,zones/us-east1-d,,False
n2d-standard-224,224 vCPUs 896 GB RAM,224,917504,zones/us-east1-d,,False
n2d-standard-32,32 vCPUs 128 GB RAM,32,131072,zones/us-east1-d,,False
n2d-standard-4,4 vCPUs 16 GB RAM,4,16384,zones/us-east1-d,,False
n2d-standard-48,48 vCPUs 192 GB RAM,48,196608,zones/us-east1-d,,False
n2d-standard-64,64 vCPUs 256 GB RAM,64,262144,zones/us-east1-d,,False
n2d-standard-8,8 vCPUs 32 GB RAM,8,32768,zones/us-east1-d,,False
n2d-standard-80,80 vCPUs 320 GB RAM,80,327680,zones/us-east1-d,,False
n2d-standard-96,96 vCPUs 384 GB RAM,96,393216,zones/us-east1-d,,False
n4-highcpu-16,"16 vCPUs, 32 GB RAM",16,32768,zones/us-east1-d,,False
n4-highcpu-2,"2 vCPUs, 4 GB RAM",2,4096,zones/us-east1-d,,False
n4-highcpu-32,"32 vCPUs, 64 GB RAM",32,65536,zones/us-east1-d,,False
n4-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/us-east1-d,,False
n4-highcpu-48,"48 vCPUs, 96 GB RAM",48,98304,zones/us-east1-d,,False
n4-highcpu-64,"64 vCPUs, 128 GB RAM",64,131072,zones/us-east1-d,,False
n4-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/us-east1-d,,False
n4-highcpu-80,"80 vCPUs, 160 GB RAM",80,163840,zones/us-east1-d,,False
n4-highmem-16,"16 vCPUs, 128 GB RAM",16,131072,zones/us-east1-d,,False
n4-highmem-2,"2 vCPUs, 16 GB RAM",2,16384,zones/us-east1-d,,False
n4-highmem-32,"32 vCPUs, 256 GB RAM",32,262144,zones/us-east1-d,,False
n4-highmem-4,"4 vCPUs, 32 GB RAM",4,32768,zones/us-east1-d,,False
n4-highmem-48,"48 vCPUs, 384 GB RAM",48,393216,zones/us-east1-d,,False
n4-highmem-64,"64 vCPUs, 512 GB RAM",64,524288,zones/us-east1-d,,False
n4-highmem-8,"8 vCPUs, 64 GB RAM",8,65536,zones/us-east1-d,,False
n4-highmem-80,"80 vCPUs, 640 GB RAM",80,655360,zones/us-east1-d,,False
n4-standard-16,"16 vCPUs, 64 GB RAM",16,65536,zones/us-east1-d,,False
n4-standard-2,"2 vCPUs, 8 GB RAM",2,8192,zones/us-east1-d,,False
n4-standard-32,"32 vCPUs, 128 GB RAM",32,131072,zones/us-east1-d,,False
n4-standard-4,"4 vCPUs, 16 GB RAM",4,16384,zones/us-east1-d,,False
n4-standard-48,"48 vCPUs, 192 GB RAM",48,196608,zones/us-east1-d,,False
n4-standard-64,"64 vCPUs, 256 GB RAM",64,262144,zones/us-east1-d,,False
n4-standard-8,"8 vCPUs, 32 GB RAM",8,32768,zones/us-east1-d,,False
n4-standard-80,"80 vCPUs, 320 GB RAM",80,327680,zones/us-east1-d,,False
t2d-standard-1,"1 vCPUs, 4 GB RAM",1,4096,zones/us-east1-d,,False
t2d-standard-16,"16 vCPUs, 64 GB RAM",16,65536,zones/us-east1-d,,False
t2d-standard-2,"2 vCPUs, 8 GB RAM",2,8192,zones/us-east1-d,,False
t2d-standard-32,"32 vCPUs, 128 GB RAM",32,131072,zones/us-east1-d,,False
t2d-standard-4,"4 vCPUs, 16 GB RAM",4,16384,zones/us-east1-d,,False
t2d-standard-48,"48 vCPUs, 192 GB RAM",48,196608,zones/us-east1-d,,False
t2d-standard-60,"60 vCPUs, 240 GB RAM",60,245760,zones/us-east1-d,,False
t2d-standard-8,"8 vCPUs, 32 GB RAM",8,32768,zones/us-east1-d,,False
z3-highmem-176,"176 vCPUs, 1408 GB RAM, 12 Local SSDs",176,1441792,zones/us-east1-d,DEPRECATED,False
z3-highmem-176-standardlssd,"176 vCPUs, 1408 GB RAM, 12 Local SSDs",176,1441792,zones/us-east1-d,,False
z3-highmem-88,"88 vCPUs, 704 GB RAM, 12 Local SSDs",88,720896,zones/us-east1-d,DEPRECATED,False
z3-highmem-88-highlssd,"88 vCPUs, 704 GB RAM, 12 Local SSDs",88,720896,zones/us-east1-d,,False
a2-highgpu-1g,"Accelerator Optimized: 1 NVIDIA Tesla A100 GPU, 12 vCPUs, 85GB RAM",12,87040,zones/asia-northeast1-a,,False
a2-highgpu-2g,"Accelerator Optimized: 2 NVIDIA Tesla A100 GPUs, 24 vCPUs, 170GB RAM",24,174080,zones/asia-northeast1-a,,False
a2-highgpu-4g,"Accelerator Optimized: 4 NVIDIA Tesla A100 GPUs, 48 vCPUs, 340GB RAM",48,348160,zones/asia-northeast1-a,,False
a2-highgpu-8g,"Accelerator Optimized: 8 NVIDIA Tesla A100 GPUs, 96 vCPUs, 680GB RAM",96,696320,zones/asia-northeast1-a,,False
c2-standard-16,"Compute Optimized: 16 vCPUs, 64 GB RAM",16,65536,zones/asia-northeast1-a,,False
c2-standard-30,"Compute Optimized: 30 vCPUs, 120 GB RAM",30,122880,zones/asia-northeast1-a,,False
c2-standard-4,"Compute Optimized: 4 vCPUs, 16 GB RAM",4,16384,zones/asia-northeast1-a,,False
c2-standard-60,"Compute Optimized: 60 vCPUs, 240 GB RAM",60,245760,zones/asia-northeast1-a,,False
c2-standard-8,"Compute Optimized: 8 vCPUs, 32 GB RAM",8,32768,zones/asia-northeast1-a,,False
e2-highcpu-16,"Efficient Instance, 16 vCPUs, 16 GB RAM",16,16384,zones/asia-northeast1-a,,False
e2-highcpu-2,"Efficient Instance, 2 vCPUs, 2 GB RAM",2,2048,zones/asia-northeast1-a,,False
e2-highcpu-32,"Efficient Instance, 32 vCPUs, 32 GB RAM",32,32768,zones/asia-northeast1-a,,False
e2-highcpu-4,"Efficient Instance, 4 vCPUs, 4 GB RAM",4,4096,zones/asia-northeast1-a,,False
e2-highcpu-8,"Efficient Instance, 8 vCPUs, 8 GB RAM",8,8192,zones/asia-northeast1-a,,False
e2-highmem-16,"Efficient Instance, 16 vCPUs, 128 GB RAM",16,131072,zones/asia-northeast1-a,,False
e2-highmem-2,"Efficient Instance, 2 vCPUs, 16 GB RAM",2,16384,zones/asia-northeast1-a,,False
e2-highmem-4,"Efficient Instance, 4 vCPUs, 32 GB RAM",4,32768,zones/asia-northeast1-a,,False
e2-highmem-8,"Efficient Instance, 8 vCPUs, 64 GB RAM",8,65536,zones/asia-northeast1-a,,False
e2-medium,"Efficient Instance, 2 vCPU (1/2 shared physical core) and 4 GB RAM",2,4096,zones/asia-northeast1-a,,True
e2-micro,"Efficient Instance, 2 vCPU (1/8 shared physical core) and 1 GB RAM",2,1024,zones/asia-northeast1-a,,True
e2-small,"Efficient Instance, 2 vCPU (1/4 shared physical core) and 2 GB RAM",2,2048,zones/asia-northeast1-a,,True
e2-standard-16,"Efficient Instance, 16 vCPUs, 64 GB RAM",16,65536,zones/asia-northeast1-a,,False
e2-standard-2,"Efficient Instance, 2 vCPUs, 8 GB RAM",2,8192,zones/asia-northeast1-a,,False
e2-standard-32,"Efficient Instance, 32 vCPUs, 128 GB RAM",32,131072,zones/asia-northeast1-a,,False
e2-standard-4,"Efficient Instance, 4 vCPUs, 16 GB RAM",4,16384,zones/asia-northeast1-a,,False
e2-standard-8,"Efficient Instance, 8 vCPUs, 32 GB RAM",8,32768,zones/asia-northeast1-a,,False
f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,1,614,zones/asia-northeast1-a,,True
g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,1,1740,zones/asia-northeast1-a,,True
g2-standard-12,"Graphics Optimized: 1 NVIDIA L4 GPU, 12 vCPUs, 48GB RAM",12,49152,zones/asia-northeast1-a,,False
g2-standard-16,"Graphics Optimized: 1 NVIDIA L4 GPU, 16 vCPUs, 64GB RAM",16,65536,zones/asia-northeast1-a,,False
g2-standard-24,"Graphics Optimized: 2 NVIDIA L4 GPUs, 24 vCPUs, 96GB RAM",24,98304,zones/asia-northeast1-a,,False
g2-standard-32,"Graphics Optimized: 1 NVIDIA L4 GPU, 32 vCPUs, 128GB RAM",32,131072,zones/asia-northeast1-a,,False
g2-standard-4,"Graphics Optimized: 1 NVIDIA L4 GPU, 4 vCPUs, 16GB RAM",4,16384,zones/asia-northeast1-a,,False
g2-standard-48,"Graphics Optimized: 4 NVIDIA L4 GPUs, 48 vCPUs, 192GB RAM",48,196608,zones/asia-northeast1-a,,False
g2-standard-8,"Graphics Optimized: 1 NVIDIA L4 GPU, 8 vCPUs, 32GB RAM",8,32768,zones/asia-northeast1-a,,False
g2-standard-96,"Graphics Optimized: 8 NVIDIA L4 GPUs, 96 vCPUs, 384GB RAM",96,393216,zones/asia-northeast1-a,,False
m1-megamem-96,"96 vCPUs, 1.4 TB RAM",96,1468006,zones/asia-northeast1-a,,False
m1-ultramem-160,"160 vCPUs, 3844 GB RAM",160,3936256,zones/asia-northeast1-a,,False
m1-ultramem-40,"40 vCPUs, 961 GB RAM",40,984064,zones/asia-northeast1-a,,False
m1-ultramem-80,"80 vCPUs, 1922 GB RAM",80,1968128,zones/asia-northeast1-a,,False
m2-hypermem-416,"416 vCPUs, 8.625 TB RAM",416,9043968,zones/asia-northeast1-a,,False
m2-megamem-416,"416 vCPUs, 5.75 TB RAM",416,6029312,zones/asia-northeast1-a,,False
m2-ultramem-208,"208 vCPUs, 5.75 TB RAM",208,6029312,zones/asia-northeast1-a,,False
m2-ultramem-416,"416 vCPUs, 11.50 TB RAM",416,12058624,zones/asia-northeast1-a,,False
m3-megamem-128,"128 vCPUs, 1952 GB RAM",128,1998848,zones/asia-northeast1-a,,False
m3-megamem-64,"64 vCPUs, 976 GB RAM",64,999424,zones/asia-northeast1-a,,False
m3-ultramem-128,"128 vCPUs, 3904 GB RAM",128,3997696,zones/asia-northeast1-a,,False
m3-ultramem-32,"32 vCPUs, 976 GB RAM",32,999424,zones/asia-northeast1-a,,False
m3-ultramem-64,"64 vCPUs, 1952 GB RAM",64,1998848,zones/asia-northeast1-a,,False
n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",16,14746,zones/asia-northeast1-a,,False
n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",2,1843,zones/asia-northeast1-a,,False
n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",32,29491,zones/asia-northeast1-a,,False
n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",4,3686,zones/asia-northeast1-a,,False
n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",64,58982,zones/asia-northeast1-a,,False
n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",8,7373,zones/asia-northeast1-a,,False
n1-highcpu-96,"96 vCPUs, 86 GB RAM",96,88474,zones/asia-northeast1-a,,False
n1-highmem-16,"16 vCPUs, 104 GB RAM",16,106496,zones/asia-northeast1-a,,False
n1-highmem-2,"2 vCPUs, 13 GB RAM",2,13312,zones/asia-northeast1-a,,False
n1-highmem-32,"32 vCPUs, 208 GB RAM",32,212992,zones/asia-northeast1-a,,False
n1-highmem-4,"4 vCPUs, 26 GB RAM",4,26624,zones/asia-northeast1-a,,False
n1-highmem-64,"64 vCPUs, 416 GB RAM",64,425984,zones/asia-northeast1-a,,False
n1-highmem-8,"8 vCPUs, 52 GB RAM",8,53248,zones/asia-northeast1-a,,False
n1-highmem-96,"96 vCPUs, 624 GB RAM",96,638976,zones/asia-northeast1-a,,False
n1-megamem-96,"96 vCPUs, 1.4 TB RAM",96,1468006,zones/asia-northeast1-a,DEPRECATED,False
n1-standard-1,"1 vCPU, 3.75 GB RAM",1,3840,zones/asia-northeast1-a,,False
n1-standard-16,"16 vCPUs, 60 GB RAM",16,61440,zones/asia-northeast1-a,,False
n1-standard-2,"2 vCPUs, 7.5 GB RAM",2,7680,zones/asia-northeast1-a,,False
n1-standard-32,"32 vCPUs, 120 GB RAM",32,122880,zones/asia-northeast1-a,,False
n1-standard-4,"4 vCPUs, 15 GB RAM",4,15360,zones/asia-northeast1-a,,False
n1-standard-64,"64 vCPUs, 240 GB RAM",64,245760,zones/asia-northeast1-a,,False
n1-standard-8,"8 vCPUs, 30 GB RAM",8,30720,zones/asia-northeast1-a,,False
n1-standard-96,"96 vCPUs, 360 GB RAM",96,368640,zones/asia-northeast1-a,,False
n1-ultramem-160,"160 vCPUs, 3844 GB RAM",160,3936256,zones/asia-northeast1-a,DEPRECATED,False
n1-ultramem-40,"40 vCPUs, 961 GB RAM",40,984064,zones/asia-northeast1-a,DEPRECATED,False
n1-ultramem-80,"80 vCPUs, 1922 GB RAM",80,1968128,zones/asia-northeast1-a,DEPRECATED,False
n2-highcpu-16,16 vCPUs 16 GB RAM,16,16384,zones/asia-northeast1-a,,False
n2-highcpu-2,2 vCPUs 2 GB RAM,2,2048,zones/asia-northeast1-a,,False
n2-highcpu-32,32 vCPUs 32 GB RAM,32,32768,zones/asia-northeast1-a,,False
n2-highcpu-4,4 vCPUs 4 GB RAM,4,4096,zones/asia-northeast1-a,,False
n2-highcpu-48,48 vCPUs 48 GB RAM,48,49152,zones/asia-northeast1-a,,False
n2-highcpu-64,64 vCPUs 64 GB RAM,64,65536,zones/asia-northeast1-a,,False
n2-highcpu-8,8 vCPUs 8 GB RAM,8,8192,zones/asia-northeast1-a,,False
n2-highcpu-80,80 vCPUs 80 GB RAM,80,81920,zones/asia-northeast1-a,,False
n2-highcpu-96,96 vCPUs 96 GB RAM,96,98304,zones/asia-northeast1-a,,False
n2-highmem-128,128 vCPUs 864 GB RAM,128,884736,zones/asia-northeast1-a,,False
n2-highmem-16,16 vCPUs 128 GB RAM,16,131072,zones/asia-northeast1-a,,False
n2-highmem-2,2 vCPUs 16 GB RAM,2,16384,zones/asia-northeast1-a,,False
n2-highmem-32,32 vCPUs 256 GB RAM,32,262144,zones/asia-northeast1-a,,False
n2-highmem-4,4 vCPUs 32 GB RAM,4,32768,zones/asia-northeast1-a,,False
n2-highmem-48,48 vCPUs 384 GB RAM,48,393216,zones/asia-northeast1-a,,False
n2-highmem-64,64 vCPUs 512 GB RAM,64,524288,zones/asia-northeast1-a,,False
n2-highmem-8,8 vCPUs 64 GB RAM,8,65536,zones/asia-northeast1-a,,False
n2-highmem-80,80 vCPUs 640 GB RAM,80,655360,zones/asia-northeast1-a,,False
n2-highmem-96,96 vCPUs 768 GB RAM,96,786432,zones/asia-northeast1-a,,False
n2-standard-128,128 vCPUs 512 GB RAM,128,524288,zones/asia-northeast1-a,,False
n2-standard-16,16 vCPUs 64 GB RAM,16,65536,zones/asia-northeast1-a,,False
n2-standard-2,2 vCPUs 8 GB RAM,2,8192,zones/asia-northeast1-a,,False
n2-standard-32,32 vCPUs 128 GB RAM,32,131072,zones/asia-northeast1-a,,False
n2-standard-4,4 vCPUs 16 GB RAM,4,16384,zones/asia-northeast1-a,,False
n2-standard-48,48 vCPUs 192 GB RAM,48,196608,zones/asia-northeast1-a,,False
n2-standard-64,64 vCPUs 256 GB RAM,64,262144,zones/asia-northeast1-a,,False
n2-standard-8,8 vCPUs 32 GB RAM,8,32768,zones/asia-northeast1-a,,False
n2-standard-80,80 vCPUs 320 GB RAM,80,327680,zones/asia-northeast1-a,,False
n2-standard-96,96 vCPUs 384 GB RAM,96,393216,zones/asia-northeast1-a,,False
n2d-highcpu-128,128 vCPUs 128 GB RAM,128,131072,zones/asia-northeast1-a,,False
n2d-highcpu-16,16 vCPUs 16 GB RAM,16,16384,zones/asia-northeast1-a,,False
n2d-highcpu-2,2 vCPUs 2 GB RAM,2,2048,zones/asia-northeast1-a,,False
n2d-highcpu-224,224 vCPUs 224 GB RAM,224,229376,zones/asia-northeast1-a,,False
n2d-highcpu-32,32 vCPUs 32 GB RAM,32,32768,zones/asia-northeast1-a,,False
n2d-highcpu-4,4 vCPUs 4 GB RAM,4,4096,zones/asia-northeast1-a,,False
n2d-highcpu-48,48 vCPUs 48 GB RAM,48,49152,zones/asia-northeast1-a,,False
n2d-highcpu-64,64 vCPUs 64 GB RAM,64,65536,zones/asia-northeast1-a,,False
n2d-highcpu-8,8 vCPUs 8 GB RAM,8,8192,zones/asia-northeast1-a,,False
n2d-highcpu-80,80 vCPUs 80 GB RAM,80,81920,zones/asia-northeast1-a,,False
n2d-highcpu-96,96 vCPUs 96 GB RAM,96,98304,zones/asia-northeast1-a,,False
n2d-highmem-16,16 vCPUs 128 GB RAM,16,131072,zones/asia-northeast1-a,,False
n2d-highmem-2,2 vCPUs 16 GB RAM,2,16384,zones/asia-northeast1-a,,False
n2d-highmem-32,32 vCPUs 256 GB RAM,32,262144,zones/asia-northeast1-a,,False
n2d-highmem-4,4 vCPUs 32 GB RAM,4,32768,zones/asia-northeast1-a,,False
n2d-highmem-48,48 vCPUs 384 GB RAM,48,393216,zones/asia-northeast1-a,,False
n2d-highmem-64,64 vCPUs 512 GB RAM,64,524288,zones/asia-northeast1-a,,False
n2d-highmem-8,8 vCPUs 64 GB RAM,8,65536,zones/asia-northeast1-a,,False
n2d-highmem-80,80 vCPUs 640 GB RAM,80,655360,zones/asia-northeast1-a,,False
n2d-highmem-96,96 vCPUs 768 GB RAM,96,786432,zones/asia-northeast1-a,,False
n2d-standard-128,128 vCPUs 512 GB RAM,128,524288,zones/asia-northeast1-a,,False
n2d-standard-16,16 vCPUs 64 GB RAM,16,65536,zones/asia-northeast1-a,,False
n2d-standard-2,2 vCPUs 8 GB RAM,2,8192,zones/asia-northeast1-a,,False
n2d-standard-224,224 vCPUs 896 GB RAM,224,917504,zones/asia-northeast1-a,,False
n2d-standard-32,32 vCPUs 128 GB RAM,32,131072,zones/asia-northeast1-a,,False
n2d-standard-4,4 vCPUs 16 GB RAM,4,16384,zones/asia-northeast1-a,,False
n2d-standard-48,48 vCPUs 192 GB RAM,48,196608,zones/asia-northeast1-a,,False
n2d-standard-64,64 vCPUs 256 GB RAM,64,262144,zones/asia-northeast1-a,,False
n2d-standard-8,8 vCPUs 32 GB RAM,8,32768,zones/asia-northeast1-a,,False
n2d-standard-80,80 vCPUs 320 GB RAM,80,327680,zones/asia-northeast1-a,,False
n2d-standard-96,96 vCPUs 384 GB RAM,96,393216,zones/asia-northeast1-a,,False
n4-highcpu-16,"16 vCPUs, 32 GB RAM",16,32768,zones/asia-northeast1-a,,False
n4-highcpu-2,"2 vCPUs, 4 GB RAM",2,4096,zones/asia-northeast1-a,,False
n4-highcpu-32,"32 vCPUs, 64 GB RAM",32,65536,zones/asia-northeast1-a,,False
n4-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/asia-northeast1-a,,False
n4-highcpu-48,"48 vCPUs, 96 GB RAM",48,98304,zones/asia-northeast1-a,,False
n4-highcpu-64,"64 vCPUs, 128 GB RAM",64,131072,zones/asia-northeast1-a,,False
n4-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/asia-northeast1-a,,False
n4-highcpu-80,"80 vCPUs, 160 GB RAM",80,163840,zones/asia-northeast1-a,,False
n4-highmem-16,"16 vCPUs, 128 GB RAM",16,131072,zones/asia-northeast1-a,,False
n4-highmem-2,"2 vCPUs, 16 GB RAM",2,16384,zones/asia-northeast1-a,,False
n4-highmem-32,"32 vCPUs, 256 GB RAM",32,262144,zones/asia-northeast1-a,,False
n4-highmem-4,"4 vCPUs, 32 GB RAM",4,32768,zones/asia-northeast1-a,,False
n4-highmem-8,"8 vCPUs, 64 GB RAM",8,65536,zones/asia-northeast1-a,,False
n4-standard-16,"16 vCPUs, 64 GB RAM",16,65536,zones/asia-northeast1-a,,False
n4-standard-2,"2 vCPUs, 8 GB RAM",2,8192,zones/asia-northeast1-a,,False
n4-standard-32,"32 vCPUs, 128 GB RAM",32,131072,zones/asia-northeast1-a,,False
