name,description,guestCpus,memoryMb,zone,deprecationStatus,isSharedCpu
a2-highgpu-1g,"Accelerator Optimized: 1 NVIDIA Tesla A100 GPU, 12 vCPUs, 85GB RAM",12,87040,zones/us-central1-a,,False
a2-highgpu-2g,"Accelerator Optimized: 2 NVIDIA Tesla A100 GPUs, 24 vCPUs, 170GB RAM",24,174080,zones/us-central1-a,,False
a2-highgpu-4g,"Accelerator Optimized: 4 NVIDIA Tesla A100 GPUs, 48 vCPUs, 340GB RAM",48,348160,zones/us-central1-a,,False
a2-highgpu-8g,"Accelerator Optimized: 8 NVIDIA Tesla A100 GPUs, 96 vCPUs, 680GB RAM",96,696320,zones/us-central1-a,,False
a2-megagpu-16g,"Accelerator Optimized: 16 NVIDIA Tesla A100 GPUs, 96 vCPUs, 1360GB RAM",96,1392640,zones/us-central1-a,,False
a2-ultragpu-1g,"Accelerator Optimized: 1 NVIDIA A100 80GB GPU, 12 vCPUs, 170GB RAM, 1 local SSD",12,174080,zones/us-central1-a,,False
a2-ultragpu-2g,"Accelerator Optimized: 2 NVIDIA A100 80GB GPUs, 24 vCPUs, 340GB RAM, 2 local SSD",24,348160,zones/us-central1-a,,False
a2-ultragpu-4g,"Accelerator Optimized: 4 NVIDIA A100 80GB GPUs, 48 vCPUs, 680GB RAM, 4 local SSD",48,696320,zones/us-central1-a,,False
a2-ultragpu-8g,"Accelerator Optimized: 8 NVIDIA A100 80GB GPUs, 96 vCPUs, 1360GB RAM, 8 local SSD",96,1392640,zones/us-central1-a,,False
a3-edgegpu-8g,"Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM",208,1916928,zones/us-central1-a,,False
a3-edgegpu-8g-nolssd,"Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM, No LocalSSD",208,1916928,zones/us-central1-a,,False
a3-highgpu-1g,"Accelerator Optimized: 1 NVIDIA H100 GPU, 26 vCPUs, 234GB RAM",26,239616,zones/us-central1-a,,False
a3-highgpu-2g,"Accelerator Optimized: 2 NVIDIA H100 GPU, 52 vCPUs, 468GB RAM",52,479232,zones/us-central1-a,,False
a3-highgpu-4g,"Accelerator Optimized: 4 NVIDIA H100 GPU, 104 vCPUs, 936GB RAM",104,958464,zones/us-central1-a,,False
a3-highgpu-8g,"Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM, 16 local SSD",208,1916928,zones/us-central1-a,,False
a3-megagpu-8g,"Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM, 16 local SSD",208,1916928,zones/us-central1-a,,False
c2-standard-16,"Compute Optimized: 16 vCPUs, 64 GB RAM",16,65536,zones/us-central1-a,,False
c2-standard-30,"Compute Optimized: 30 vCPUs, 120 GB RAM",30,122880,zones/us-central1-a,,False
c2-standard-4,"Compute Optimized: 4 vCPUs, 16 GB RAM",4,16384,zones/us-central1-a,,False
c2-standard-60,"Compute Optimized: 60 vCPUs, 240 GB RAM",60,245760,zones/us-central1-a,,False
c2-standard-8,"Compute Optimized: 8 vCPUs, 32 GB RAM",8,32768,zones/us-central1-a,,False
c2d-highcpu-112,"112 vCPUs, 224 GB RAM",112,229376,zones/us-central1-a,,False
c2d-highcpu-16,"16 vCPUs, 32 GB RAM",16,32768,zones/us-central1-a,,False
c2d-highcpu-2,"2 vCPUs, 4 GB RAM",2,4096,zones/us-central1-a,,False
c2d-highcpu-32,"32 vCPUs, 64 GB RAM",32,65536,zones/us-central1-a,,False
c2d-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/us-central1-a,,False
c2d-highcpu-56,"56 vCPUs, 112 GB RAM",56,114688,zones/us-central1-a,,False
c2d-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/us-central1-a,,False
c2d-highmem-112,"112 vCPUs, 896 GB RAM",112,917504,zones/us-central1-a,,False
c2d-highmem-16,"16 vCPUs, 128 GB RAM",16,131072,zones/us-central1-a,,False
c2d-highmem-2,"2 vCPUs, 16 GB RAM",2,16384,zones/us-central1-a,,False
c2d-highmem-32,"32 vCPUs, 256 GB RAM",32,262144,zones/us-central1-a,,False
c2d-highmem-4,"4 vCPUs, 32 GB RAM",4,32768,zones/us-central1-a,,False
c2d-highmem-56,"56 vCPUs, 448 GB RAM",56,458752,zones/us-central1-a,,False
c2d-highmem-8,"8 vCPUs, 64 GB RAM",8,65536,zones/us-central1-a,,False
c2d-standard-112,"112 vCPUs, 448 GB RAM",112,458752,zones/us-central1-a,,False
c2d-standard-16,"16 vCPUs, 64 GB RAM",16,65536,zones/us-central1-a,,False
c2d-standard-2,"2 vCPUs, 8 GB RAM",2,8192,zones/us-central1-a,,False
c2d-standard-32,"32 vCPUs, 128 GB RAM",32,131072,zones/us-central1-a,,False
c2d-standard-4,"4 vCPUs, 16 GB RAM",4,16384,zones/us-central1-a,,False
c2d-standard-56,"56 vCPUs, 224 GB RAM",56,229376,zones/us-central1-a,,False
c2d-standard-8,"8 vCPUs, 32 GB RAM",8,32768,zones/us-central1-a,,False
c3-highcpu-176,"176 vCPUs, 352 GB RAM",176,360448,zones/us-central1-a,,False
c3-highcpu-22,"22 vCPUs, 44 GB RAM",22,45056,zones/us-central1-a,,False
c3-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/us-central1-a,,False
c3-highcpu-44,"44 vCPUs, 88 GB RAM",44,90112,zones/us-central1-a,,False
c3-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/us-central1-a,,False
c3-highcpu-88,"88 vCPUs, 176 GB RAM",88,180224,zones/us-central1-a,,False
c3-highmem-176,"176 vCPUs, 1408 GB RAM",176,1441792,zones/us-central1-a,,False
c3-highmem-192-metal,"Compute Optimized Bare Metal: 192 vCPUs, 1.5 TB RAM",192,1572864,zones/us-central1-a,,False
c3-highmem-22,"22 vCPUs, 176 GB RAM",22,180224,zones/us-central1-a,,False
c3-highmem-4,"4 vCPUs, 32 GB RAM",4,32768,zones/us-central1-a,,False
c3-highmem-44,"44 vCPUs, 352 GB RAM",44,360448,zones/us-central1-a,,False
c3-highmem-8,"8 vCPUs, 64 GB RAM",8,65536,zones/us-central1-a,,False
c3-highmem-88,"88 vCPUs, 704 GB RAM",88,720896,zones/us-central1-a,,False
c3-standard-176,"176 vCPUs, 704 GB RAM",176,720896,zones/us-central1-a,,False
c3-standard-176-lssd,"176 vCPUs, 704 GB RAM, 32 local SSDs",176,720896,zones/us-central1-a,,False
c3-standard-192-metal,"Compute Optimized Bare Metal: 192 vCPUs, 768 GB RAM",192,786432,zones/us-central1-a,,False
c3-standard-22,"22 vCPUs, 88 GB RAM",22,90112,zones/us-central1-a,,False
c3-standard-22-lssd,"22 vCPUs, 88 GB RAM, 4 local SSDs",22,90112,zones/us-central1-a,,False
c3-standard-4,"4 vCPUs, 16 GB RAM",4,16384,zones/us-central1-a,,False
c3-standard-4-lssd,"4 vCPUs, 16 GB RAM, 1 local SSD",4,16384,zones/us-central1-a,,False
c3-standard-44,"44 vCPUs, 176 GB RAM",44,180224,zones/us-central1-a,,False
c3-standard-44-lssd,"44 vCPUs, 176 GB RAM, 8 local SSDs",44,180224,zones/us-central1-a,,False
c3-standard-8,"8 vCPUs, 32 GB RAM",8,32768,zones/us-central1-a,,False
c3-standard-8-lssd,"8 vCPUs, 32 GB RAM, 2 local SSDs",8,32768,zones/us-central1-a,,False
c3-standard-88,"88 vCPUs, 352 GB RAM",88,360448,zones/us-central1-a,,False
c3-standard-88-lssd,"88 vCPUs, 352 GB RAM, 16 local SSDs",88,360448,zones/us-central1-a,,False
c3d-highcpu-16,"16 vCPUs, 32 GB RAM",16,32768,zones/us-central1-a,,False
c3d-highcpu-180,"180 vCPUs, 354 GB RAM",180,362496,zones/us-central1-a,,False
c3d-highcpu-30,"30 vCPUs, 59 GB RAM",30,60416,zones/us-central1-a,,False
c3d-highcpu-360,"360 vCPUs, 708 GB RAM",360,724992,zones/us-central1-a,,False
c3d-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/us-central1-a,,False
c3d-highcpu-60,"60 vCPUs, 118 GB RAM",60,120832,zones/us-central1-a,,False
c3d-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/us-central1-a,,False
c3d-highcpu-90,"90 vCPUs, 177 GB RAM",90,181248,zones/us-central1-a,,False
c3d-highmem-16,"16 vCPUs, 128 GB RAM",16,131072,zones/us-central1-a,,False
c3d-highmem-16-lssd,"16 vCPUs, 128 GB RAM, 1 local SSD",16,131072,zones/us-central1-a,,False
c3d-highmem-180,"180 vCPUs, 1440 GB RAM",180,1474560,zones/us-central1-a,,False
c3d-highmem-180-lssd,"180 vCPUs, 1440 GB RAM, 16 local SSDs",180,1474560,zones/us-central1-a,,False
c3d-highmem-30,"30 vCPUs, 240 GB RAM",30,245760,zones/us-central1-a,,False
c3d-highmem-30-lssd,"30 vCPUs, 240 GB RAM, 2 local SSDs",30,245760,zones/us-central1-a,,False
c3d-highmem-360,"360 vCPUs, 2880 GB RAM",360,2949120,zones/us-central1-a,,False
c3d-highmem-360-lssd,"360 vCPUs, 2880 GB RAM, 32 local SSDs",360,2949120,zones/us-central1-a,,False
c3d-highmem-4,"4 vCPUs, 32 GB RAM",4,32768,zones/us-central1-a,,False
c3d-highmem-60,"60 vCPUs, 480 GB RAM",60,491520,zones/us-central1-a,,False
c3d-highmem-60-lssd,"60 vCPUs, 480 GB RAM, 4 local SSDs",60,491520,zones/us-central1-a,,False
c3d-highmem-8,"8 vCPUs, 64 GB RAM",8,65536,zones/us-central1-a,,False
c3d-highmem-8-lssd,"8 vCPUs, 64 GB RAM, 1 local SSD",8,65536,zones/us-central1-a,,False
c3d-highmem-90,"90 vCPUs, 720 GB RAM",90,737280,zones/us-central1-a,,False
c3d-highmem-90-lssd,"90 vCPUs, 720 GB RAM, 8 local SSDs",90,737280,zones/us-central1-a,,False
c3d-standard-16,"16 vCPUs, 64 GB RAM",16,65536,zones/us-central1-a,,False
c3d-standard-16-lssd,"16 vCPUs, 64 GB RAM, 1 local SSD",16,65536,zones/us-central1-a,,False
c3d-standard-180,"180 vCPUs, 720 GB RAM",180,737280,zones/us-central1-a,,False
c3d-standard-180-lssd,"180 vCPUs, 720 GB RAM, 16 local SSDs",180,737280,zones/us-central1-a,,False
c3d-standard-30,"30 vCPUs, 120 GB RAM",30,122880,zones/us-central1-a,,False
c3d-standard-30-lssd,"30 vCPUs, 120 GB RAM, 2 local SSDs",30,122880,zones/us-central1-a,,False
c3d-standard-360,"360 vCPUs, 1440 GB RAM",360,1474560,zones/us-central1-a,,False
c3d-standard-360-lssd,"360 vCPUs, 1440 GB RAM, 32 local SSDs",360,1474560,zones/us-central1-a,,False
c3d-standard-4,"4 vCPUs, 16 GB RAM",4,16384,zones/us-central1-a,,False
c3d-standard-60,"60 vCPUs, 240 GB RAM",60,245760,zones/us-central1-a,,False
c3d-standard-60-lssd,"60 vCPUs, 240 GB RAM, 4 local SSDs",60,245760,zones/us-central1-a,,False
c3d-standard-8,"8 vCPUs, 32 GB RAM",8,32768,zones/us-central1-a,,False
c3d-standard-8-lssd,"8 vCPUs, 32 GB RAM, 1 local SSD",8,32768,zones/us-central1-a,,False
c3d-standard-90,"90 vCPUs, 360 GB RAM",90,368640,zones/us-central1-a,,False
c3d-standard-90-lssd,"90 vCPUs, 360 GB RAM, 8 local SSDs",90,368640,zones/us-central1-a,,False
c4-highcpu-16,"16 vCPUs, 32 GB RAM",16,32768,zones/us-central1-a,,False
c4-highcpu-192,"192 vCPUs, 384 GB RAM",192,393216,zones/us-central1-a,,False
c4-highcpu-2,"2 vCPUs, 4 GB RAM",2,4096,zones/us-central1-a,,False
c4-highcpu-24,"24 vCPUs, 48 GB RAM",24,49152,zones/us-central1-a,,False
c4-highcpu-32,"32 vCPUs, 64 GB RAM",32,65536,zones/us-central1-a,,False
c4-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/us-central1-a,,False
c4-highcpu-48,"48 vCPUs, 96 GB RAM",48,98304,zones/us-central1-a,,False
c4-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/us-central1-a,,False
c4-highcpu-96,"96 vCPUs, 192 GB RAM",96,196608,zones/us-central1-a,,False
c4-highmem-16,"16 vCPUs, 124 GB RAM",16,126976,zones/us-central1-a,,False
c4-highmem-192,"192 vCPUs, 1488 GB RAM",192,1523712,zones/us-central1-a,,False
c4-highmem-2,"2 vCPUs, 15 GB RAM",2,15360,zones/us-central1-a,,False
c4-highmem-24,"24 vCPUs, 186 GB RAM",24,190464,zones/us-central1-a,,False
c4-highmem-24-lssd,"24 vCPUs, 186 GB RAM, 4 local SSDs",24,190464,zones/us-central1-a,,False
c4-highmem-32,"32 vCPUs, 248 GB RAM",32,253952,zones/us-central1-a,,False
c4-highmem-4,"4 vCPUs, 31 GB RAM",4,31744,zones/us-central1-a,,False
c4-highmem-48,"48 vCPUs, 372 GB RAM",48,380928,zones/us-central1-a,,False
c4-highmem-8,"8 vCPUs, 62 GB RAM",8,63488,zones/us-central1-a,,False
c4-highmem-96,"96 vCPUs, 744 GB RAM",96,761856,zones/us-central1-a,,False
c4-standard-16,"16 vCPUs, 60 GB RAM",16,61440,zones/us-central1-a,,False
c4-standard-192,"192 vCPUs, 720 GB RAM",192,737280,zones/us-central1-a,,False
c4-standard-2,"2 vCPUs, 7 GB RAM",2,7168,zones/us-central1-a,,False
c4-standard-24,"24 vCPUs, 90 GB RAM",24,92160,zones/us-central1-a,,False
c4-standard-24-lssd,"24 vCPUs, 90 GB RAM, 4 local SSDs",24,92160,zones/us-central1-a,,False
c4-standard-32,"32 vCPUs, 120 GB RAM",32,122880,zones/us-central1-a,,False
c4-standard-4,"4 vCPUs, 15 GB RAM",4,15360,zones/us-central1-a,,False
c4-standard-48,"48 vCPUs, 180 GB RAM",48,184320,zones/us-central1-a,,False
c4-standard-8,"8 vCPUs, 30 GB RAM",8,30720,zones/us-central1-a,,False
c4-standard-96,"96 vCPUs, 360 GB RAM",96,368640,zones/us-central1-a,,False
c4a-highcpu-1,"1 vCPUs, 2 GB RAM",1,2048,zones/us-central1-a,,False
c4a-highcpu-16,"16 vCPUs, 32 GB RAM",16,32768,zones/us-central1-a,,False
c4a-highcpu-2,"2 vCPUs, 4 GB RAM",2,4096,zones/us-central1-a,,False
c4a-highcpu-32,"32 vCPUs, 64 GB RAM",32,65536,zones/us-central1-a,,False
c4a-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/us-central1-a,,False
c4a-highcpu-48,"48 vCPUs, 96 GB RAM",48,98304,zones/us-central1-a,,False
c4a-highcpu-64,"64 vCPUs, 128 GB RAM",64,131072,zones/us-central1-a,,False
c4a-highcpu-72,"72 vCPUs, 144 GB RAM",72,147456,zones/us-central1-a,,False
c4a-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/us-central1-a,,False
c4a-highmem-1,"1 vCPUs, 8 GB RAM",1,8192,zones/us-central1-a,,False
c4a-highmem-16,"16 vCPUs, 128 GB RAM",16,131072,zones/us-central1-a,,False
c4a-highmem-16-lssd,"16 vCPUs, 128 GB RAM, 4 local SSD",16,131072,zones/us-central1-a,,False
c4a-highmem-2,"2 vCPUs, 16 GB RAM",2,16384,zones/us-central1-a,,False
c4a-highmem-32,"32 vCPUs, 256 GB RAM",32,262144,zones/us-central1-a,,False
c4a-highmem-32-lssd,"32 vCPUs, 256 GB RAM, 6 local SSD",32,262144,zones/us-central1-a,,False
c4a-highmem-4,"4 vCPUs, 32 GB RAM",4,32768,zones/us-central1-a,,False
c4a-highmem-4-lssd,"4 vCPUs, 32 GB RAM, 1 local SSD",4,32768,zones/us-central1-a,,False
c4a-highmem-48,"48 vCPUs, 384 GB RAM",48,393216,zones/us-central1-a,,False
c4a-highmem-48-lssd,"48 vCPUs, 384 GB RAM, 10 local SSD",48,393216,zones/us-central1-a,,False
c4a-highmem-64,"64 vCPUs, 512 GB RAM",64,524288,zones/us-central1-a,,False
c4a-highmem-64-lssd,"64 vCPUs, 512 GB RAM, 14 local SSD",64,524288,zones/us-central1-a,,False
c4a-highmem-72,"72 vCPUs, 576 GB RAM",72,589824,zones/us-central1-a,,False
c4a-highmem-72-lssd,"72 vCPUs, 576 GB RAM, 16 local SSD",72,589824,zones/us-central1-a,,False
c4a-highmem-8,"8 vCPUs, 64 GB RAM",8,65536,zones/us-central1-a,,False
c4a-highmem-8-lssd,"8 vCPUs, 64 GB RAM, 2 local SSD",8,65536,zones/us-central1-a,,False
c4a-standard-1,"1 vCPUs, 4 GB RAM",1,4096,zones/us-central1-a,,False
c4a-standard-16,"16 vCPUs, 64 GB RAM",16,65536,zones/us-central1-a,,False
c4a-standard-16-lssd,"16 vCPUs, 64 GB RAM, 4 local SSD",16,65536,zones/us-central1-a,,False
c4a-standard-2,"2 vCPUs, 8 GB RAM",2,8192,zones/us-central1-a,,False
c4a-standard-32,"32 vCPUs, 128 GB RAM",32,131072,zones/us-central1-a,,False
c4a-standard-32-lssd,"32 vCPUs, 128 GB RAM, 6 local SSD",32,131072,zones/us-central1-a,,False
c4a-standard-4,"4 vCPUs, 16 GB RAM",4,16384,zones/us-central1-a,,False
c4a-standard-4-lssd,"4 vCPUs, 16 GB RAM, 1 local SSD",4,16384,zones/us-central1-a,,False
c4a-standard-48,"48 vCPUs, 192 GB RAM",48,196608,zones/us-central1-a,,False
c4a-standard-48-lssd,"48 vCPUs, 192 GB RAM, 10 local SSD",48,196608,zones/us-central1-a,,False
c4a-standard-64,"64 vCPUs, 256 GB RAM",64,262144,zones/us-central1-a,,False
c4a-standard-64-lssd,"64 vCPUs, 256 GB RAM, 14 local SSD",64,262144,zones/us-central1-a,,False
c4a-standard-72,"72 vCPUs, 288 GB RAM",72,294912,zones/us-central1-a,,False
c4a-standard-72-lssd,"72 vCPUs, 288 GB RAM, 16 local SSD",72,294912,zones/us-central1-a,,False
c4a-standard-8,"8 vCPUs, 32 GB RAM",8,32768,zones/us-central1-a,,False
c4a-standard-8-lssd,"8 vCPUs, 32 GB RAM, 2 local SSD",8,32768,zones/us-central1-a,,False
c4d-highcpu-16,"16 vCPUs, 30 GB RAM",16,30720,zones/us-central1-a,,False
c4d-highcpu-192,"192 vCPUs, 360 GB RAM",192,368640,zones/us-central1-a,,False
c4d-highcpu-2,"2 vCPUs, 3 GB RAM",2,3072,zones/us-central1-a,,False
c4d-highcpu-32,"32 vCPUs, 60 GB RAM",32,61440,zones/us-central1-a,,False
c4d-highcpu-384,"384 vCPUs, 720 GB RAM",384,737280,zones/us-central1-a,,False
c4d-highcpu-4,"4 vCPUs, 7 GB RAM",4,7168,zones/us-central1-a,,False
c4d-highcpu-48,"48 vCPUs, 90 GB RAM",48,92160,zones/us-central1-a,,False
c4d-highcpu-64,"64 vCPUs, 120 GB RAM",64,122880,zones/us-central1-a,,False
c4d-highcpu-8,"8 vCPUs, 15 GB RAM",8,15360,zones/us-central1-a,,False
c4d-highcpu-96,"96 vCPUs, 180 GB RAM",96,184320,zones/us-central1-a,,False
c4d-highmem-16,"16 vCPUs, 126 GB RAM",16,129024,zones/us-central1-a,,False
c4d-highmem-16-lssd,"16 vCPUs, 126 GB RAM, 1 local SSD",16,129024,zones/us-central1-a,,False
c4d-highmem-192,"192 vCPUs, 1512 GB RAM",192,1548288,zones/us-central1-a,,False
c4d-highmem-192-lssd,"192 vCPUs, 1512 GB RAM, 16 local SSDs",192,1548288,zones/us-central1-a,,False
c4d-highmem-2,"2 vCPUs, 15 GB RAM",2,15360,zones/us-central1-a,,False
c4d-highmem-32,"32 vCPUs, 252 GB RAM",32,258048,zones/us-central1-a,,False
c4d-highmem-32-lssd,"32 vCPUs, 252 GB RAM, 2 local SSDs",32,258048,zones/us-central1-a,,False
c4d-highmem-384,"384 vCPUs, 3024 GB RAM",384,3096576,zones/us-central1-a,,False
c4d-highmem-384-lssd,"384 vCPUs, 3024 GB RAM, 32 local SSDs",384,3096576,zones/us-central1-a,,False
c4d-highmem-4,"4 vCPUs, 31 GB RAM",4,31744,zones/us-central1-a,,False
c4d-highmem-48,"48 vCPUs, 378 GB RAM",48,387072,zones/us-central1-a,,False
c4d-highmem-48-lssd,"48 vCPUs, 378 GB RAM, 4 local SSDs",48,387072,zones/us-central1-a,,False
c4d-highmem-64,"64 vCPUs, 504 GB RAM",64,516096,zones/us-central1-a,,False
c4d-highmem-64-lssd,"64 vCPUs, 504 GB RAM, 6 local SSDs",64,516096,zones/us-central1-a,,False
c4d-highmem-8,"8 vCPUs, 63 GB RAM",8,64512,zones/us-central1-a,,False
c4d-highmem-8-lssd,"8 vCPUs, 63 GB RAM, 1 local SSD",8,64512,zones/us-central1-a,,False
c4d-highmem-96,"96 vCPUs, 756 GB RAM",96,774144,zones/us-central1-a,,False
c4d-highmem-96-lssd,"96 vCPUs, 756 GB RAM, 8 local SSDs",96,774144,zones/us-central1-a,,False
c4d-standard-16,"16 vCPUs, 62 GB RAM",16,63488,zones/us-central1-a,,False
c4d-standard-16-lssd,"16 vCPUs, 62 GB RAM, 1 local SSD",16,63488,zones/us-central1-a,,False
c4d-standard-192,"192 vCPUs, 744 GB RAM",192,761856,zones/us-central1-a,,False
c4d-standard-192-lssd,"192 vCPUs, 744 GB RAM, 16 local SSDs",192,761856,zones/us-central1-a,,False
c4d-standard-2,"2 vCPUs, 7 GB RAM",2,7168,zones/us-central1-a,,False
c4d-standard-32,"32 vCPUs, 124 GB RAM",32,126976,zones/us-central1-a,,False
c4d-standard-32-lssd,"32 vCPUs, 124 GB RAM, 2 local SSDs",32,126976,zones/us-central1-a,,False
c4d-standard-384,"384 vCPUs, 1488 GB RAM",384,1523712,zones/us-central1-a,,False
c4d-standard-384-lssd,"384 vCPUs, 1488 GB RAM, 32 local SSDs",384,1523712,zones/us-central1-a,,False
c4d-standard-4,"4 vCPUs, 15 GB RAM",4,15360,zones/us-central1-a,,False
c4d-standard-48,"48 vCPUs, 186 GB RAM",48,190464,zones/us-central1-a,,False
c4d-standard-48-lssd,"48 vCPUs, 186 GB RAM, 4 local SSDs",48,190464,zones/us-central1-a,,False
c4d-standard-64,"64 vCPUs, 248 GB RAM",64,253952,zones/us-central1-a,,False
c4d-standard-64-lssd,"64 vCPUs, 248 GB RAM, 6 local SSDs",64,253952,zones/us-central1-a,,False
c4d-standard-8,"8 vCPUs, 31 GB RAM",8,31744,zones/us-central1-a,,False
c4d-standard-8-lssd,"8 vCPUs, 31 GB RAM, 1 local SSD",8,31744,zones/us-central1-a,,False
c4d-standard-96,"96 vCPUs, 372 GB RAM",96,380928,zones/us-central1-a,,False
c4d-standard-96-lssd,"96 vCPUs, 372 GB RAM, 8 local SSDs",96,380928,zones/us-central1-a,,False
ct3-hightpu-4t,"96 vCPUs, 340 GB RAM, 2 vNUMA nodes",96,348160,zones/us-central1-a,,False
ct3p-hightpu-4t,"48 vCPUs, 340 GB RAM, 1 vNUMA nodes",48,348160,zones/us-central1-a,,False
ct5l-hightpu-1t,"24 vCPUs, 48 GB RAM, 1 Google TPUs",24,49152,zones/us-central1-a,,False
ct5l-hightpu-4t,"112 vCPUs, 192 GB RAM, 4 Google TPUs",112,196608,zones/us-central1-a,,False
ct5l-hightpu-8t,"224 vCPUs, 384 GB RAM, 8 Google TPUs",224,393216,zones/us-central1-a,,False
ct5lp-hightpu-1t,"24 vCPUs, 48 GB RAM, 1 Google TPUs",24,49152,zones/us-central1-a,,False
ct5lp-hightpu-4t,"112 vCPUs, 192 GB RAM, 4 Google TPUs",112,196608,zones/us-central1-a,,False
ct5lp-hightpu-8t,"224 vCPUs, 384 GB RAM, 8 Google TPUs",224,393216,zones/us-central1-a,,False
ct5p-hightpu-4t,"208 vCPUs, 448 GB RAM, 4 Google TPUs",208,458752,zones/us-central1-a,,False
e2-highcpu-16,"Efficient Instance, 16 vCPUs, 16 GB RAM",16,16384,zones/us-central1-a,,False
e2-highcpu-2,"Efficient Instance, 2 vCPUs, 2 GB RAM",2,2048,zones/us-central1-a,,False
e2-highcpu-32,"Efficient Instance, 32 vCPUs, 32 GB RAM",32,32768,zones/us-central1-a,,False
e2-highcpu-4,"Efficient Instance, 4 vCPUs, 4 GB RAM",4,4096,zones/us-central1-a,,False
e2-highcpu-8,"Efficient Instance, 8 vCPUs, 8 GB RAM",8,8192,zones/us-central1-a,,False
e2-highmem-16,"Efficient Instance, 16 vCPUs, 128 GB RAM",16,131072,zones/us-central1-a,,False
e2-highmem-2,"Efficient Instance, 2 vCPUs, 16 GB RAM",2,16384,zones/us-central1-a,,False
e2-highmem-4,"Efficient Instance, 4 vCPUs, 32 GB RAM",4,32768,zones/us-central1-a,,False
e2-highmem-8,"Efficient Instance, 8 vCPUs, 64 GB RAM",8,65536,zones/us-central1-a,,False
e2-medium,"Efficient Instance, 2 vCPU (1/2 shared physical core) and 4 GB RAM",2,4096,zones/us-central1-a,,True
e2-micro,"Efficient Instance, 2 vCPU (1/8 shared physical core) and 1 GB RAM",2,1024,zones/us-central1-a,,True
e2-small,"Efficient Instance, 2 vCPU (1/4 shared physical core) and 2 GB RAM",2,2048,zones/us-central1-a,,True
e2-standard-16,"Efficient Instance, 16 vCPUs, 64 GB RAM",16,65536,zones/us-central1-a,,False
e2-standard-2,"Efficient Instance, 2 vCPUs, 8 GB RAM",2,8192,zones/us-central1-a,,False
e2-standard-32,"Efficient Instance, 32 vCPUs, 128 GB RAM",32,131072,zones/us-central1-a,,False
e2-standard-4,"Efficient Instance, 4 vCPUs, 16 GB RAM",4,16384,zones/us-central1-a,,False
e2-standard-8,"Efficient Instance, 8 vCPUs, 32 GB RAM",8,32768,zones/us-central1-a,,False
f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,1,614,zones/us-central1-a,,True
g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,1,1740,zones/us-central1-a,,True
g2-standard-12,"Graphics Optimized: 1 NVIDIA L4 GPU, 12 vCPUs, 48GB RAM",12,49152,zones/us-central1-a,,False
g2-standard-16,"Graphics Optimized: 1 NVIDIA L4 GPU, 16 vCPUs, 64GB RAM",16,65536,zones/us-central1-a,,False
g2-standard-24,"Graphics Optimized: 2 NVIDIA L4 GPUs, 24 vCPUs, 96GB RAM",24,98304,zones/us-central1-a,,False
g2-standard-32,"Graphics Optimized: 1 NVIDIA L4 GPU, 32 vCPUs, 128GB RAM",32,131072,zones/us-central1-a,,False
g2-standard-4,"Graphics Optimized: 1 NVIDIA L4 GPU, 4 vCPUs, 16GB RAM",4,16384,zones/us-central1-a,,False
g2-standard-48,"Graphics Optimized: 4 NVIDIA L4 GPUs, 48 vCPUs, 192GB RAM",48,196608,zones/us-central1-a,,False
g2-standard-8,"Graphics Optimized: 1 NVIDIA L4 GPU, 8 vCPUs, 32GB RAM",8,32768,zones/us-central1-a,,False
g2-standard-96,"Graphics Optimized: 8 NVIDIA L4 GPUs, 96 vCPUs, 384GB RAM",96,393216,zones/us-central1-a,,False
h3-standard-88,"88 vCPUs, 352 GB RAM",88,360448,zones/us-central1-a,,False
m1-megamem-96,"96 vCPUs, 1.4 TB RAM",96,1468006,zones/us-central1-a,,False
m1-ultramem-160,"160 vCPUs, 3844 GB RAM",160,3936256,zones/us-central1-a,,False
m1-ultramem-40,"40 vCPUs, 961 GB RAM",40,984064,zones/us-central1-a,,False
m1-ultramem-80,"80 vCPUs, 1922 GB RAM",80,1968128,zones/us-central1-a,,False
m2-hypermem-416,"416 vCPUs, 8.625 TB RAM",416,9043968,zones/us-central1-a,,False
m2-megamem-416,"416 vCPUs, 5.75 TB RAM",416,6029312,zones/us-central1-a,,False
m2-ultramem-208,"208 vCPUs, 5.75 TB RAM",208,6029312,zones/us-central1-a,,False
